file_path,title,description,link,alt_text,section_id,note
images/pin640.png,"Grenada Spicemas Fireworks | Carnival Closing Night Display","A dazzling red firework bursts over the crowd during Grenada Spicemas Carnival's closing night celebration. This fireworks display marks the end of an unforgettable Carnival season on the Spice Isle, with masqueraders still celebrating below. Grenada Carnival nights bring music, lights, and community together in one final blaze of color. Save this for your #Grenada Spicemas board, #CarnivalFireworks inspiration, or #CaribbeanCarnival content.",,"Red firework bursting over crowd at Grenada Spicemas Carnival closing night",,"Spicemas fireworks, red burst close-up"
images/pin641.png,"Spicemas Fireworks Finale | Grenada Carnival Night Sky","Streaking red and gold fireworks light up the Grenada Spicemas sky as crowds gather below to watch the Carnival season come to a close. This dramatic finale captures the energy and spectacle of Grenada Carnival, one of the Caribbean's most vibrant celebrations. Save this for your #Grenada Spicemas board, #CarnivalFireworks inspiration, or #CaribbeanCarnival content.",,"Fireworks display with red sparks over crowd at Grenada Spicemas Carnival",,"Spicemas fireworks, wide finale shot"
images/pin642.png,"Infinity Pool Ocean Views | Mount Edgecombe Boutique Hotel Grenada","This dreamy infinity pool at Mount Edgecombe Boutique Hotel in Grenada blends seamlessly into the Caribbean Sea below. Palm trees and tropical gardens frame the view from this hillside boutique hotel, making it one of the best places to stay in Grenada for ocean views. Save this for your #Grenada hotel board, #MountEdgecombe travel inspiration, or #CaribbeanLuxury content.",,"Infinity pool overlooking the Caribbean Sea framed by palm trees at Mount Edgecombe Boutique Hotel Grenada",,"Mount Edgecombe infinity pool, palm tree view"
images/pin643.png,"Poolside Ocean Horizon | Mount Edgecombe Hotel Grenada","Endless ocean views meet a sparkling infinity pool at Mount Edgecombe Boutique Hotel in Grenada, with striped lounge chairs waiting for a relaxing afternoon. This Spice Isle boutique hotel is a top pick for Grenada vacation planning if you love resort-style ocean views. Save this for your #Grenada travel board, #MountEdgecombe inspiration, or #CaribbeanVacation content.",,"Infinity pool with lounge chairs and ocean horizon view at Mount Edgecombe Boutique Hotel Grenada",,"Mount Edgecombe infinity pool, lounge chairs"
images/pin644.png,"Cloudy Ocean Horizon | Grenada Coastal View from the Hills","Soft cloud cover rolls over the Caribbean Sea in this peaceful coastal view from the hills above Grenada, with lush tropical greenery framing the horizon. This kind of quiet island view is exactly why Grenada Carnival visitors often extend their stay to explore the Spice Isle's natural beauty. Save this for your #Grenada travel board, #CaribbeanView inspiration, or #SpiceIsle content.",,"Cloudy ocean horizon view from tropical hillside in Grenada",,"Grenada hillside ocean view, cloudy sky"
images/pin645.png,"Jungle Canopy to the Sea | Mount Edgecombe Grenada Views","Dense green jungle canopy rolls down toward the Caribbean Sea in this scenic view from Mount Edgecombe Boutique Hotel in Grenada. The layered tropical foliage and distant ocean make this hillside estate a nature lover's dream on the Spice Isle. Save this for your #Grenada travel board, #MountEdgecombe inspiration, or #CaribbeanNature content.",,"Dense jungle canopy leading down to ocean view at Mount Edgecombe Grenada",,"Mount Edgecombe jungle canopy ocean view"
images/pin646.png,"Blue Pool Banana Grove Views | Mount Edgecombe Grenada","This vivid blue pool at Mount Edgecombe Boutique Hotel in Grenada sits framed by a lush banana grove and rolling jungle hillside. The contrast of tropical greenery against the pool's deep blue tile is total Spice Isle serenity. Save this for your #Grenada hotel board, #MountEdgecombe travel inspiration, or #CaribbeanGardens content.",,"Blue tiled pool surrounded by banana trees and jungle at Mount Edgecombe Grenada",,"Mount Edgecombe pool, banana grove backdrop"
images/pin647.png,"Mango Tree Silhouette | Mount Edgecombe Grenada Garden","A mango tree heavy with fruit stands silhouetted against the sky at Mount Edgecombe Boutique Hotel in Grenada. This lush estate garden is full of tropical fruit trees, making it a peaceful escape for anyone visiting the Spice Isle. Save this for your #Grenada travel board, #MountEdgecombe inspiration, or #TropicalGarden content.",,"Silhouette of mango tree loaded with fruit against cloudy sky at Mount Edgecombe Grenada",,"Mount Edgecombe garden, mango tree silhouette"
images/pin648.png,"Tropical Garden Silhouettes | Mount Edgecombe Grenada Estate","Deep red banana leaves and vibrant croton plants create a striking silhouette in the gardens of Mount Edgecombe Boutique Hotel in Grenada. This kind of lush, layered tropical landscaping is what makes the Spice Isle's boutique hotel gardens so photogenic. Save this for your #Grenada travel board, #MountEdgecombe inspiration, or #TropicalGarden content.",,"Silhouette of red banana leaves and croton plants in garden at Mount Edgecombe Grenada",,"Mount Edgecombe garden, red foliage silhouette 1"
images/pin649.png,"Garden Foliage Detail | Mount Edgecombe Grenada Grounds","Another angle of the striking red and green foliage in the gardens at Mount Edgecombe Boutique Hotel in Grenada, with mango clusters visible overhead. These layered tropical plantings make every corner of this Spice Isle estate worth exploring. Save this for your #Grenada travel board, #MountEdgecombe inspiration, or #TropicalGarden content.",,"Red banana leaves and croton plants with mango tree overhead at Mount Edgecombe Grenada",,"Mount Edgecombe garden, red foliage silhouette 2"
