file_path,title,description,link,alt_text,section_id,note
images/pin541.png,"Dinghy Ride at The Baths Virgin Gorda | BVI Boat Trip","Hopping into the tender for a dinghy ride at The Baths in Virgin Gorda is one of the best things to do in the British Virgin Islands. This granite boulder beach is a must for any Caribbean sailing itinerary or BVI boat trip, with turquoise water so clear you can spot the swim buoys from the deck. If a #VirginGorda excursion is on your Caribbean bucket list, add The Baths National Park to your BVI itinerary for snorkeling, beach hopping, and island hopping by boat.",,"Small white dinghy carrying passengers across turquoise water toward a rocky, tree covered shoreline at The Baths Virgin Gorda in the British Virgin Islands",,
images/pin542.png,"Granite Boulders at The Baths | Virgin Gorda BVI Travel Guide","The dramatic granite boulders at The Baths in Virgin Gorda are what make this British Virgin Islands beach one of the most photographed spots in the Caribbean. Turquoise water, natural rock pools, and hidden grottos make this a top BVI hiking trail and beach day combined. Save this pin for your Virgin Gorda travel guide, Caribbean island hopping itinerary, or #BVI honeymoon inspiration.",,"Massive smooth granite boulders lining a turquoise bay at The Baths in Virgin Gorda, British Virgin Islands, under a partly cloudy sky",,
images/pin543.png,"Turquoise Waters of The Baths | BVI Beach Bucket List","A frigatebird soars over the crystal clear turquoise water surrounding the granite boulders of The Baths, one of the top rated beaches in the British Virgin Islands. Perfect inspiration for a Caribbean sailing trip, Virgin Gorda day trip, or #VirginIslands bucket list board full of beach photography and island hopping ideas.","","Seabird flying low over turquoise ocean water near rocky granite islets at The Baths in Virgin Gorda BVI with soft clouds in the sky","",
images/pin544.png,"Bikini Boat Day in the British Virgin Islands | Caribbean Vacation Style","Golden hour on the bow of the boat with a floral bikini and island views for days — this is Caribbean vacation style done right in the British Virgin Islands. Whether you're planning a girls trip, honeymoon, or solo Caribbean getaway, a #BVI boat day is the ultimate way to soak up sun, sea, and swimwear inspiration for your next tropical vacation.",,"Woman in a floral triangle bikini kneeling on the bow of a boat with the turquoise Caribbean sea and distant hills behind her in the British Virgin Islands",,
images/pin545.png,"Boat Day Bikini Style | Virgin Gorda BVI Vacation Outfit Inspo","Soaking up the sun on a boat near The Baths in Virgin Gorda, this floral bikini is giving major Caribbean vacation outfit inspiration. From beach hopping to island hopping around the British Virgin Islands, this is exactly the swimwear and boat day style you need for your next #BVI or Caribbean girls trip.",,"Woman kneeling on the bow of a boat wearing a floral bikini with granite boulder beach and turquoise water of The Baths Virgin Gorda in the background",,
images/pin546.png,"Hidden Lagoon at The Baths | Virgin Gorda BVI Snorkeling Spot","Palm trees, granite boulders, and a hidden turquoise lagoon make The Baths in Virgin Gorda one of the best snorkeling and beach spots in the British Virgin Islands. Bookmark this for your Caribbean island hopping itinerary, BVI snorkeling guide, or #VirginGorda travel bucket list — this natural swimming hole is unlike anywhere else in the Caribbean.",,"Turquoise lagoon surrounded by giant granite boulders, palm trees, and a green roofed cabin at The Baths in Virgin Gorda British Virgin Islands with mooring buoys floating in the water",,
images/pin547.png,"Granite Boulder Cave at The Baths | BVI Rock Formations","Squeeze through the natural granite boulder caves at The Baths in Virgin Gorda, one of the most unique rock formations in the Caribbean. This BVI hiking trail winds through boulder grottos and turquoise tide pools, making it a top pick for any #BritishVirginIslands adventure travel or Caribbean nature photography board.",,"Cave like opening formed between massive granite boulders above turquoise water at The Baths in Virgin Gorda, British Virgin Islands with mooring buoys in the foreground",,
images/pin548.png,"Norman Island Beach Club | BVI Boat Day Stop","Pulling up to the beach club on Norman Island is the perfect stop on any British Virgin Islands boat day. With lounge chairs, tiki huts, and turquoise shallows, this is a must-visit for Caribbean sailing trips, BVI island hopping, and #NormanIsland beach bar hopping in the Virgin Islands.",,"White boat docked near a beach resort with blue roofs, palm trees, and beachgoers walking along the sand at Norman Island in the British Virgin Islands",,
images/pin549.png,"Funny Beach Bar Sign | BVI Island Humor","Spotted this witty little sign on a beach bar wall in the Virgin Islands — 'there are 2 choices for dinner, take it or leave it.' Perfect for a Caribbean travel humor board, BVI beach bar aesthetic, or #IslandLife quote inspiration if you love funny travel signs and tropical bar decor.",,"Rustic weathered metal sign reading There are 2 choices for dinner Take it or leave it mounted on a gray wooden wall at a Caribbean beach bar",,
images/pin550.png,"Secluded Beach Cove Before the Storm | BVI Island Views","Storm clouds rolling in over a secluded turquoise cove in the British Virgin Islands — moody island weather makes for the best Caribbean beach photography. Save this for your BVI travel guide, tropical storm season packing list, or #VirginIslands hidden beach bucket list.",,"View through green tree branches of an empty white sand beach and turquoise water cove with cloudy stormy sky and hills in the British Virgin Islands",,
