file_path,title,description,link,alt_text,section_id,note
images/pin610.png,"Feathers on the Path | Mount Edgecombe Boutique Hotel Grenada Grounds","A quiet moment on the tropical garden path at Mount Edgecombe Boutique Hotel in Grenada, with pink Aero costume feathers by Shawn Dharanj resting on the walkway after a day of Spicemas carnival fun. Palm trees and lush greenery frame this peaceful boutique hotel setting on the Spice Isle. Save this for your #Grenada travel board, #MountEdgecombe inspiration, or #CaribbeanGetaway content.",,"Pink carnival feather costume wings resting on garden path at Mount Edgecombe Boutique Hotel Grenada surrounded by palm trees",,"Costume detail on resort garden pathway"
images/pin611.png,"Grenada Town Carnival Costume | Oro Luxury Carnival Beaded Bodysuit","Getting ready for the road in this stunning bejeweled Oro Luxury Carnival costume, photographed on a colorful yellow home balcony in town in Grenada. The pink, gold, and turquoise beaded bodysuit and matching headpiece are total Spicemas showstopper glam, with the Grenada hillside and rooftops sprawling in the background. This is authentic island carnival culture in the heart of town. Save this for your #Grenada Spicemas board, #CarnivalCostume inspiration, or #OroLuxuryCarnival content.",,"Woman posing in bejeweled pink and gold carnival costume on yellow house balcony in town Grenada with hillside view",,"Town costume shoot, yellow house balcony 1"
images/pin612.png,"Spicemas Ready | Oro Luxury Carnival Costume, Grenada Town Balcony","Full costume reveal on this vibrant yellow home balcony in town in Grenada, showing off every bead and sequin of this Oro Luxury Carnival mas band look. The pink and gold jeweled bodysuit paired with a matching headpiece captures true Grenada Spicemas energy against the island's colorful architecture and rolling hills. Save this for your #Grenada Carnival board, #Spicemas travel content, or #CarnivalCostume inspiration.",,"Woman in pink and gold beaded carnival costume standing on yellow house balcony in town Grenada",,"Town costume shoot, yellow house balcony 2"
images/pin613.png,"Bejeweled Carnival Look | Oro Luxury Carnival, Grenada Town Balcony","Sunlight catching every gem on this Oro Luxury Carnival costume, photographed on a yellow house balcony in town in Grenada. The intricate beaded netting, pink and turquoise jewels, and matching headpiece make this Spicemas costume a true work of art. Grenada Carnival culture comes alive in these small island towns every year. Save this for your #Grenada Spicemas board, #CarnivalCostume detail inspiration, or #OroLuxuryCarnival collection.",,"Close-up of woman in bejeweled pink and turquoise carnival costume on yellow house balcony in town Grenada",,"Town costume shoot, close-up detail 1"
images/pin614.png,"Grenada Carnival Costume Portrait | Oro Luxury Carnival, Town Balcony","A joyful portrait in this Oro Luxury Carnival costume on a yellow house balcony in town in Grenada, with island hills and rooftops stretching behind. This pink and gold bejeweled Spicemas look is exactly the kind of Caribbean carnival glam that makes Grenada Carnival season so special. Save this for your #Grenada travel board, #Spicemas inspiration, or #CarnivalCostume content.",,"Smiling woman in pink and gold beaded carnival costume with headpiece on yellow house balcony in town Grenada",,"Town costume shoot, smiling portrait"
images/pin615.png,"Carnival Costume Side Profile | Oro Luxury Carnival, Grenada Town","This side profile shot on a yellow house balcony in town in Grenada highlights the intricate beadwork of this Oro Luxury Carnival costume. Pink, turquoise, and gold jewels catch the island light beautifully against the Spicemas backdrop. Grenada Carnival mas band costumes are true Caribbean craftsmanship on display. Save this for your #Grenada Spicemas board or #OroLuxuryCarnival inspiration.",,"Side profile of woman in beaded pink and turquoise carnival costume on yellow house balcony in town Grenada",,"Town costume shoot, side profile"
images/pin616.png,"Full Carnival Look | Oro Luxury Carnival Costume, Grenada Town Balcony","Standing proud in full Oro Luxury Carnival regalia on this yellow house balcony in town in Grenada, with island hills rolling in the distance. This pink and gold bejeweled costume with matching arm details is peak Spicemas glam. Grenada Carnival season brings out incredible mas band artistry across the island every year. Save this for your #Grenada Carnival board, #Spicemas content, or #CarnivalCostume inspiration.",,"Woman in full pink and gold beaded carnival costume standing on yellow house balcony in town Grenada",,"Town costume shoot, full costume standing"
images/pin617.png,"Carnival Costume Back Detail | Oro Luxury Carnival, Grenada Town","A playful back-and-side glimpse of this Oro Luxury Carnival costume on a yellow house balcony in town in Grenada, showing off the beaded arm details and matching headpiece. This Spicemas look brings serious island carnival energy against the colorful Grenada town backdrop. Save this for your #Grenada Spicemas board, #CarnivalCostume inspiration, or #OroLuxuryCarnival content.",,"Woman turning to show side and back details of beaded carnival costume on yellow house balcony in town Grenada",,"Town costume shoot, turning pose with peace sign"
images/pin618.png,"Grenada Town Views | Yellow House Balcony Overlooking the Hills","This peaceful view from a yellow house balcony in town in Grenada captures the island's colorful architecture, coral-toned rooftops, and lush green hillside stretching into the distance. Grenada town life offers such a different perspective than the resort areas, full of character and authentic Caribbean charm. Save this for your #Grenada travel board, #IslandViews inspiration, or #CaribbeanTown content.",,"View of orange house and green hillside from yellow house balcony in town Grenada",,"Town balcony view, no person"
images/pin619.png,"Stone Wall Carnival Portrait | Oro Luxury Carnival Costume, Grenada Town","Posing against a rustic stone wall in town in Grenada, this Oro Luxury Carnival costume shines with pink and gold beaded details, matching purple boots, and a jeweled headpiece. This Spicemas street style moment captures the raw, authentic energy of Grenada Carnival away from the resort scene. Save this for your #Grenada Spicemas board, #CarnivalCostume inspiration, or #OroLuxuryCarnival collection.",,"Woman in pink and gold beaded carnival costume with purple boots posing against stone wall in town Grenada",,"Town costume shoot, stone wall backdrop"
