file_path,title,description,link,alt_text,section_id,note
images/pin511.png,"Beach Sunset Swimmers Silhouette USVI","Silhouettes of swimmers enjoying a glowing sunset over a calm Caribbean bay, great for beach sunset inspiration, evening swim content, and USVI island vacation photography. Tag: #BeachSunset, #USVIVacation, #CaribbeanSwim, golden hour beach, tropical evenings.",,"Silhouettes of swimmers enjoying a glowing sunset over a calm bay in the US Virgin Islands.",,
images/pin512.png,"Live Fire Training Drill Firefighter","Controlled fire burning during a live firefighter training drill with a fire extinguisher on standby, perfect for fire safety training inspiration, emergency response content, and firefighter drill photography. Tag: #FirefighterTraining, #FireSafety, #LiveFireDrill, emergency response training, fire extinguisher training.",,"A controlled fire burning during a firefighter training drill with a fire extinguisher on the ground nearby.",,
images/pin513.png,"Firefighters Training Container Smoke Drill","Firefighters observing smoke coming from a training container during a live fire drill, great for fire academy inspiration, emergency responder training content, and firefighter education photography. Tag: #FireAcademy, #FirefighterTraining, #EmergencyResponders, smoke drill training, fire safety education.",,"Firefighters and instructors observing smoke coming from a training container during a live fire drill.",,
images/pin514.png,"Dramatic Sun Behind Clouds Marina","Bright sun breaking through dramatic clouds over a marina with sailboats, perfect for moody marina inspiration, dramatic sky photography, and Caribbean harbor content. Tag: #MarinaViews, #DramaticSky, #CaribbeanHarbor, sailboat silhouettes, cloudy sunset.",,"Bright sun breaking through dramatic clouds over a marina with sailboats in the US Virgin Islands.",,
images/pin515.png,"Sailboat Sunset Silhouette Group Onboard","Group of people silhouetted on a sailboat deck at sunset with mast rigging in view, great for sailing vacation inspiration, Caribbean sunset cruise content, and group boat photography. Tag: #SailingVacation, #SunsetCruise, #CaribbeanSailing, boat silhouette, group sailing trip.",,"A group of people silhouetted on a sailboat deck at sunset with mast rigging visible.",,
images/pin516.png,"Charlotte Amalie Waterfront St Thomas","Colorful waterfront buildings with red roofs viewed from a boat in Charlotte Amalie, perfect for St Thomas travel inspiration, Caribbean harbor town content, and USVI sightseeing photography. Tag: #CharlotteAmalie, #StThomas, #USVI, waterfront town, Caribbean harbor views.",,"Colorful red-roofed waterfront buildings in Charlotte Amalie viewed from a boat in St. Thomas, USVI.",,
images/pin517.png,"Frenchman's Reef Catamaran Sailing USVI","Sailing catamaran with white sail cruising near Frenchman's Reef in St Thomas, ideal for catamaran charter inspiration, Caribbean sailing content, and USVI boat tour photography. Tag: #FrenchmansReef, #CatamaranSailing, #StThomas, USVI boat tours, Caribbean sailing charter.",,"A sailing catamaran with a white sail cruising near Frenchman's Reef in St. Thomas, US Virgin Islands.",,
images/pin518.png,"Pineapple Logo Sailboat Sail Close Up","Close-up of a sailboat sail featuring a bold pineapple logo against a clear blue sky, perfect for sailing brand inspiration, Caribbean charter company content, and nautical design photography. Tag: #SailboatDesign, #PineappleLogo, #CaribbeanSailing, sail branding, tropical nautical style.",,"A close-up of a sailboat sail featuring a bold pineapple logo against a clear blue sky.",,
images/pin519.png,"Steering Catamaran Sunset USVI Sailing","Woman steering a catamaran at sunset wearing sailing gear, great for women in sailing inspiration, catamaran charter content, and USVI sunset cruise photography. Tag: #WomenWhoSail, #CatamaranCharter, #USVISunsetCruise, sailing lifestyle, Caribbean boating.",,"A woman steering a catamaran at sunset while wearing sunglasses and sailing gear.",,
images/pin520.png,"Marine Apprentice Catamaran Helm USVI","Smiling woman in Marine Apprentice shirt posing at the helm of a catamaran, perfect for marine career inspiration, sailing apprenticeship content, and USVI yacht crew photography. Tag: #MarineApprentice, #CatamaranCrew, #USVISailing, marine career, yacht crew life.",,"A smiling woman wearing a Marine Apprentice shirt posing at the helm of a catamaran.",,
