file_path,title,description,link,alt_text,section_id,note
images/pin401.png,"Stormy Blue Water Between Islands","the sea turned moody right as we crossed open water, dark blue swells rolling under a sky that couldn't decide between sun and storm. there's a version of #USVI travel nobody posts, the choppy in between moments when the boat is just pushing through weather instead of gliding past palm trees. i think this is the honest side of island hopping, the part that makes the calm coves feel earned.",,"Dark blue choppy ocean water with distant islands and a stormy sky between St Thomas and St John",,
images/pin402.png,"Distant Rock Formation in Rough Seas","a tiny rock island barely broke the horizon line, swallowed by fog and swell on a day the water refused to cooperate. #CaribbeanSea crossings like this remind you the ocean was never just scenery, it's a force you negotiate with every time you leave the dock. i keep thinking about how differently we experience distance now versus what it took to cross these same waters generations ago.",,"Small rocky island silhouette on the horizon during a stormy crossing with dark choppy waves",,
images/pin403.png,"Turquoise Cove Hidden Beach USVI","this little pocket beach appeared out of nowhere, wedged between two dark cliff faces with cactus growing sideways out of the rock. #USVI hidden beaches like this one feel like a reward for paying attention, tucked so far into the coastline you'd miss it going too fast. the turquoise water against that grey stone is a color combination i don't think i'll ever get tired of.",,"Small hidden sandy beach nestled between rocky cliffs with turquoise water in the US Virgin Islands",,
images/pin404.png,"Cactus Covered Cliffside Cove","same cove, closer now, cactus and dry brush clinging to rock that drops straight into turquoise water. i love how #VirginIslands coastlines shift personality every few hundred feet, lush and tropical one moment, dry and desert like the next. this is the kind of view you only get from a boat, no trail leads here.",,"Rocky cliffside cove with cactus plants and turquoise water accessible only by boat in the Virgin Islands",,
images/pin405.png,"Feet Up Sky View Catamaran Deck","feet propped against the canopy rail, sky doing its slow drift overhead, this is what doing absolutely nothing looks like on a #USVI boat day. i think the best travel photos are sometimes the ones with no destination in them at all, just proof that you let yourself stop moving for a minute.",,"Bare feet with painted toenails propped up against a boat canopy rail with blue sky and clouds above",,
images/pin406.png,"Boat Deck View Green Hills","white deck, silver railing, a green peak rising in the distance, this is the unglamorous middle of a #USVI sailing day, the part between destinations where you just sit with the view. i notice how much of travel actually happens in these transitional moments, not the arrivals but the getting there.",,"View of a green mountain peak from a boat deck with white storage compartments and railing",,
images/pin407.png,"Small Uninhabited Island Blue Water","a rocky, scrubby little island floats alone in deep blue water, no dock, no name most people would recognize, just wild and untouched. #USVI waters are full of these forgotten islands, and i find myself more drawn to them than the developed ones lately, something about land that hasn't been shaped for anyone.",,"Small uninhabited rocky island covered in scrub vegetation surrounded by deep blue Caribbean water",,
images/pin408.png,"Layered Mountain Silhouettes Ocean View","mountains stacked behind mountains, each one a little hazier than the last, with a lone sailboat barely visible against the furthest ridge. this is what #StThomas looks like from the water on a clear day, layers of blue fading into each other until you can't tell where the island ends and the sky begins.",,"Layered mountain silhouettes visible across the water from a boat near St Thomas with a distant sailboat",,
images/pin409.png,"Waves Crashing on Rocky Coastline","the swell hit that rock ledge and just exploded white, over and over, storm clouds pressing down close enough to touch. #USVI coastlines aren't always calm, and there's something almost violent and beautiful about watching waves take on rock that's clearly won this fight for centuries.",,"Waves crashing against a dark rocky coastline under stormy grey clouds in the US Virgin Islands",,
images/pin410.png,"Dramatic Coastal Wave Break","same rugged shoreline, the wave breaking a little further along this time, houses barely visible on the hillside beyond. i think this is the #USVI most tourists never see, wild and a little dangerous looking, nothing like the postcard beaches a few miles away.",,"Waves breaking on a rocky coastline with distant hillside homes under a stormy sky in the Virgin Islands",,
