file_path,title,description,link,alt_text,section_id,note
images/pin371.png,"Carnival Troupe Feather Costumes St John","the whole troupe moved like one creature, feathers and glitter and sunscreen and sweat, laughing between beats of the music. #StJohn carnival troupes spend months building costumes like these, and it shows in every sequined shoulder and rhinestone crown. watching a mas band pass by during the #FourthOfJulyCarnival is watching a year of #USVI preparation compressed into one joyful afternoon.",,"Two women in teal and orange feather carnival costumes with jeweled headdresses dancing in a St John Carnival troupe",,
images/pin372.png,"Mas Band Dancers Orange Teal Feathers","glitter catching the grey afternoon light, feathers bouncing with every step, this is what carnival looks like when the whole street decides to celebrate at once. #StJohn's #FourthOfJulyCarnival mas costumes turn every dancer into a moving piece of art, orange and teal and gold layered on layered. i love how Caribbean carnival fashion makes room for every body to shine exactly the same amount.",,"Carnival troupe dancers in orange and teal feathered mas costumes with jeweled bras dancing through a St John street parade",,
images/pin373.png,"Carnival Dancer Arm Raised St John","hand up, grin wide, feathers trembling, this is the exact second the music takes over. #StJohn carnival dancers give everything to the road, and you can see it in a raised arm and a crown that's a little askew from hours of dancing. Caribbean carnival joy is loud and physical, and honestly it's contagious even from behind a barricade at the #FourthOfJulyCarnival.",,"Woman in a teal and orange feathered carnival costume with a jeweled crown raising her arm while dancing at St John Carnival",,
images/pin374.png,"St John Carnival Troupe Dancing Feathers","two dancers mid-step, feathers swaying opposite directions, both grinning at something just past the camera. #StJohn's #FourthOfJulyCarnival troupes move as a unit but somehow every dancer still looks completely like herself. this is the part of #USVI carnival culture that photos never quite capture, the noise, the heat, the collective joy moving down the street together.",,"Two women dancing in matching teal and orange feathered carnival costumes with jeweled headdresses during a St John Carnival parade",,
images/pin375.png,"Carnival Queen Costume Feather Crown St John","she stood near the AARP tent for just a second, crown catching the light, feathers a whole sunset of orange and pink and teal. #StJohn carnival costumes like this take a village to build and a whole day to wear proudly. every time i watch a mas band pass at the #FourthOfJulyCarnival, i think about how much labor and love goes into looking this radiant in July heat.",,"Woman in an orange, pink, and teal feathered carnival costume with a jeweled crown standing near a red AARP tent at St John Carnival",,
images/pin376.png,"Feathered Mas Costume Jeweled Crown Detail","the necklace catches the light before the feathers even register, layers of rhinestones dripping down a costume built for exactly one afternoon of dancing in the street. #StJohn's #FourthOfJulyCarnival mas costumes are engineered as much as they're designed, beading and feathers and structure all working together. Caribbean carnival culture treats costume as craft, and standing this close you can see every hour that went into it.",,"Woman in an orange and teal feathered carnival costume with a jeweled crown and beaded necklace standing in a St John Carnival crowd",,
images/pin377.png,"Carnival Dancers Waving Feathers St John","she waved like she'd been waiting for someone to notice the whole costume, teal and orange feathers framing her like wings. #StJohn carnival crowds and dancers trade energy back and forth all day, a wave here, a cheer there. this is the part of the #FourthOfJulyCarnival that never makes it into the official photos, the small human exchanges happening under all those feathers.",,"Two women in teal and orange feathered carnival costumes with jeweled crowns, one waving to the crowd at St John Carnival",,
images/pin378.png,"Jeweled Carnival Crown Feather Headdress St John","the crowns on this troupe deserve their own parade. #StJohn's #FourthOfJulyCarnival headpieces mix rhinestones and feathers in a way that makes every dancer look like carnival royalty for the day. Caribbean carnival fashion has this instinct for excess that somehow always reads as celebration rather than costume.",,"Two women in orange and teal feathered carnival costumes with elaborate rhinestone crowns smiling in a St John Carnival crowd",,
images/pin379.png,"Carnival Troupe Smiling Feathers Close Up St John","glitter on skin, feathers everywhere, two smiles that say this is exactly where they wanted to be today. #StJohn carnival troupes carry a kind of joy that's hard to fake after hours on the road. every #FourthOfJulyCarnival season i'm reminded that #USVI carnival culture is built as much on friendship as it is on costume.",,"Close up of two smiling women in teal and orange feathered carnival costumes with jeweled crowns at St John Carnival",,
images/pin380.png,"Carnival Joy Feather Crowns St John","this is the photo that sums up the whole day for me, teal feathers, jeweled crowns, two women mid-laugh who clearly aren't ready for the parade to end. #StJohn's #FourthOfJulyCarnival has this way of turning strangers on a street into a temporary family for an afternoon. Caribbean carnival culture, at its core, is just people finding every excuse to celebrate together in the #USVI.",,"Two women in teal and orange feathered carnival costumes with jeweled crowns laughing together at St John Carnival",,
