file_path,title,description,link,alt_text,section_id,note
images/pin263.png,"Mermaid Magic Body Paint | St Thomas Festival Art","there's something about a paintbrush and bare skin that turns a regular afternoon into a tiny piece of folklore. this mermaid tail came alive on a sunlit leg in st thomas, all glitter and ocean swirl, and it had me thinking about how body paint is one of the oldest forms of storytelling we have. long before tattoos and temporary transfers, people were painting themselves into myths. wandering the docks of the us virgin islands during festival season, watching an artist turn skin into canvas, felt like catching a tradition mid-sentence. #stthomas #usviadventures #caribbeanfestival",,"close up of glittering green and blue mermaid tail body paint with sparkle stars and pink coral detail on a leg in St Thomas USVI",,
images/pin264.png,"Festival Body Art in the Caribbean | Mermaid Tail Design","every festival has its own language and in the virgin islands, body paint is part of the dialect. this green and blue mermaid tail, swirling up a sun warmed leg near the marina, is the kind of detail you almost miss if you're not looking. but stop for a second and it tells you everything about the day, the music in the background, the salt in the air, the palm trees leaning toward the boats. st thomas does festival season differently and this was proof. #stthomas #virginislands #caribbeanart",,"wide shot of mermaid tail body paint design on a leg with marina sailboats and palm trees in the background, St Thomas",,
images/pin265.png,"Sea Turtle and Dolphin Body Paint | Ocean Inspired Festival Art","i keep coming back to how artists translate the sea onto skin. this one gave a whole ocean scene, baby sea turtles trailing a lavender dolphin through swirling teal water, painted on a leg at a caribbean street festival. it's such a small canvas but it holds an entire ecosystem. denim shorts, flip flops, cobblestone streets, and suddenly you're standing in the middle of someone's underwater dream. #usvi #stthomas #islandfestival",,"sea turtle and purple dolphin body paint design with ocean swirls on a leg at a street festival",,
images/pin266.png,"Lionfish Close Up | Invasive Species in the Caribbean","this is the fish nobody invited to the party. the lionfish made its way into caribbean waters and never left, and derby events like the one in st thomas exist because of it. up close, the striped fins and venomous spines are almost too beautiful for something this disruptive to the reef. it's a strange kind of respect you develop, hunting something gorgeous because it doesn't belong. #lionfishderby #stthomas #usvi",,"close up of lionfish striped fins and venomous spines on a white tray",,
images/pin267.png,"Mermaid Tail Body Paint | Cobblestone Street Festival","sitting on a bench mid festival, leg painted into a mermaid tail, cobblestones and yellow curb paint underfoot. there's a rhythm to these caribbean street days that you only notice once you slow down enough to people watch. the painted scales catch the light a little differently every time you shift your leg, and that's the part that always gets me, how something temporary can still feel like it belongs there. #stthomas #usviadventures #islandlife",,"green and blue mermaid tail body paint on a leg with cobblestone street and yellow curb in background",,
images/pin268.png,"Cleaning a Lionfish | Behind the Scenes at the Derby","gloves on, blade ready, this is the part of the lionfish derby that doesn't make it onto the flyer. someone has to clean the catch, carefully, because those spines are venomous even after the fish is gone. watching it happen at a folding table on a st thomas sidewalk, surrounded by flip flops and pink shorts, reminded me how much quiet, unglamorous work goes into protecting a reef. #lionfishderby #stthomas #usvi",,"hand in cut resistant glove holding lionfish head being cleaned with removed spines on foil nearby",,
images/pin269.png,"Lionfish Spine Removal | Derby Day in St Thomas","locking pliers, a steady hand, and a fish covered in spines that can put you in real pain if you're careless. this is derby prep, the unglamorous middle step between catching a lionfish and eating it. i found myself oddly mesmerized by the process, how much patience it takes to make an invasive species safe to handle. #lionfishderby #stthomas #usvi",,"gloved hand using locking pliers to hold a lionfish while clipping its venomous spines",,
images/pin270.png,"Lionfish Pattern Close Up | Zebra Stripes of the Reef","the markings on a lionfish look like something out of a textile design, not a fish that's quietly wrecking caribbean reefs. this close up of the zebra striped pattern and dark eyes made me appreciate the irony, nature gave this invasive species one of the most striking patterns in the ocean. #lionfish #stthomas #usvi",,"extreme close up of lionfish zebra stripe pattern and eyes",,
images/pin271.png,"Lionfish Harvest Bucket | Derby Catch of the Day","a bucket full of lionfish means a good day for the reef, even if it doesn't look that way at first glance. every one of these is a fish that won't be eating juvenile reef species anymore. there's something satisfying about seeing the haul piled up in an orange bucket after a morning on the water. #lionfishderby #stthomas #usvi",,"pile of harvested lionfish in an orange bucket after a derby catch",,
images/pin272.png,"Dollar Bill Ceiling Tradition | Caribbean Beach Bar Decor","every island bar seems to have one wall, one ceiling, one corner where decades of visitors left their mark in cash and marker. this ceiling in the us virgin islands is covered edge to edge, names, dates, inside jokes, all stapled up in dollar bills. it's a strange little archive of everyone who passed through and decided this was worth documenting. #usvi #stthomas #caribbeanbar",,"ceiling covered in signed dollar bills at a Caribbean dive bar with USVI flag visible",,
