file_path,title,description,link,alt_text,section_id,note
images/pin660.png,"Tortoise Garden Feeding Time | Mount Edgecombe Grenada","Fresh mangoes scattered across the garden floor make feeding time extra sweet for the tortoises at Mount Edgecombe Boutique Hotel in Grenada. This lush corner of the estate, tucked beneath tropical ferns and canna lilies, is part of what makes a Grenada vacation so charming. Save this for your #Grenada travel board, #MountTortoise inspiration, or #MountEdgecombe content.",,"Tortoise walking through garden with scattered mangoes at Mount Edgecombe Grenada",,"Mount Tortoise garden, wide shot with fruit"
images/pin661.png,"Tortoises Hiding in the Ferns | Mount Edgecombe Grenada","Two tortoises tuck themselves beneath lush canna leaves at Mount Tortoise Reptile Spa, a hidden gem within the grounds of Mount Edgecombe Boutique Hotel in Grenada. This kind of peaceful wildlife encounter is a favorite stop for guests exploring the Spice Isle. Save this for your #Grenada travel board, #MountTortoise inspiration, or #MountEdgecombe content.",,"Two tortoises hiding under green canna leaves at Mount Edgecombe Grenada",,"Mount Tortoise garden, tortoises under leaves"
images/pin662.png,"Colonial House Through the Palms | Mount Edgecombe Grenada","Vivid red poinsettias frame this upward view of a colonial-style balcony at Mount Edgecombe Boutique Hotel in Grenada, with towering palm trees reaching into a bright Caribbean sky. This kind of layered tropical landscaping is classic Spice Isle charm at its finest. Save this for your #Grenada travel board, #MountEdgecombe inspiration, or #CaribbeanArchitecture content.",,"Colonial balcony framed by palm trees and red poinsettias at Mount Edgecombe Grenada",,"Mount Edgecombe garden, house view with poinsettias"
images/pin663.png,"Garden Path to the Cottage | Mount Edgecombe Grenada Grounds","This shaded garden path lined with red ixora blooms leads toward a charming blue cottage with a red roof at Mount Edgecombe Boutique Hotel in Grenada. Palm trees arch overhead, creating a tranquil walk through this Spice Isle estate. Save this for your #Grenada travel board, #MountEdgecombe inspiration, or #BoutiqueHotel content.",,"Garden path lined with red ixora flowers leading to blue cottage with red roof at Mount Edgecombe Grenada",,"Mount Edgecombe garden path, red roof cottage 1"
images/pin664.png,"Tropical Pathway | Mount Edgecombe Boutique Hotel Grenada","Another peaceful look down this palm-lined garden path at Mount Edgecombe Boutique Hotel in Grenada, with red ixora flowers blooming along the way toward a quaint cottage. This kind of quiet, manicured walkway is part of the Spice Isle charm that keeps guests coming back. Save this for your #Grenada travel board, #MountEdgecombe inspiration, or #TropicalGarden content.",,"Garden pathway with red flowers and palm trees leading to cottage at Mount Edgecombe Grenada",,"Mount Edgecombe garden path, red roof cottage 2"
images/pin665.png,"Ixora Blooms Along the Path | Mount Edgecombe Grenada","Bright red ixora flowers line this garden path at Mount Edgecombe Boutique Hotel in Grenada, leading the eye toward a blue cottage nestled among the palms. This estate's thoughtfully landscaped grounds make every walk feel like a tropical escape. Save this for your #Grenada travel board, #MountEdgecombe inspiration, or #TropicalGarden content.",,"Red ixora flowers along garden path with palm trees at Mount Edgecombe Grenada",,"Mount Edgecombe garden path, ixora blooms"
images/pin666.png,"Palm-Shaded Driveway | Mount Edgecombe Grenada Estate","This shaded palm walkway opens up to reveal the main driveway and guest cottages at Mount Edgecombe Boutique Hotel in Grenada. The contrast of deep jungle shade against bright island sunshine is one of the many charms of staying at this Spice Isle estate. Save this for your #Grenada travel board, #MountEdgecombe inspiration, or #BoutiqueHotel content.",,"Shaded palm walkway leading to driveway and cottages at Mount Edgecombe Grenada",,"Mount Edgecombe estate driveway, palm shaded path"
images/pin667.png,"Towering Palms Against Blue Sky | Mount Edgecombe Grenada","Coconut palms stretch high into a brilliant blue Caribbean sky at Mount Edgecombe Boutique Hotel in Grenada, with a handmade tree sign reading Water Nut marking this corner of the estate. This lush tropical setting is what makes a Grenada vacation feel like a true island escape. Save this for your #Grenada travel board, #MountEdgecombe inspiration, or #TropicalGarden content.",,"Tall coconut palm trees against blue sky with Water Nut sign at Mount Edgecombe Grenada",,"Mount Edgecombe grounds, palm trees blue sky"
images/pin668.png,"Fern-Lined Jungle Trail | Mount Edgecombe Grenada","A narrow dirt trail winds through towering palms and lush ferns at Mount Edgecombe Boutique Hotel in Grenada, offering a shaded escape into the estate's tropical grounds. This kind of jungle trail makes exploring the Spice Isle feel like a real adventure. Save this for your #Grenada travel board, #MountEdgecombe inspiration, or #TropicalGarden content.",,"Dirt trail through ferns and palm trees at Mount Edgecombe Grenada",,"Mount Edgecombe jungle trail, fern path 1"
images/pin669.png,"Palm Grove Walking Path | Mount Edgecombe Grenada Grounds","This peaceful walking path cuts through a dense grove of palm trees and ferns at Mount Edgecombe Boutique Hotel in Grenada, with hints of red hibiscus blooming in the distance. Exploring these tropical trails is one of the best ways to experience the Spice Isle's natural beauty. Save this for your #Grenada travel board, #MountEdgecombe inspiration, or #TropicalGarden content.",,"Walking path through palm grove with ferns at Mount Edgecombe Grenada",,"Mount Edgecombe jungle trail, fern path 2"
