file_path,title,description,link,alt_text,section_id,note
images/pin630.png,"Moko Jumbie Stilt Walker | Grenada Spicemas Carnival","A towering Moko Jumbie stilt walker in a flowing colorful robe performs during Grenada Spicemas Carnival at sunset, a traditional West African-rooted mas character beloved across Caribbean carnival culture. This dramatic silhouette against the evening sky captures the folklore and artistry that defines Grenada Carnival season. Save this for your #Grenada Spicemas board, #MokoJumbie inspiration, or #CaribbeanCarnival content.",,"Moko Jumbie stilt walker in colorful robe performing at Grenada Spicemas Carnival at sunset",,"Moko Jumbie stilt walker, wide sunset shot"
images/pin631.png,"Silver Moko Jumbie Costume | Grenada Carnival Tradition","A close-up look at this silver ruffled Moko Jumbie costume during Grenada Spicemas Carnival, holding rainbow-colored flags high above the crowd. Moko Jumbies are a cherished traditional mas character rooted in West African heritage, performing on towering stilts throughout Grenada Carnival season. This kind of folklore costume artistry is central to Caribbean carnival culture. Save this for your #Grenada Spicemas board or #MokoJumbie inspiration.",,"Close-up of Moko Jumbie stilt walker in silver costume holding rainbow flags at Grenada Carnival",,"Moko Jumbie stilt walker, close-up with flags"
images/pin632.png,"Moko Jumbie Reaching Down | Grenada Spicemas Carnival","This Moko Jumbie stilt walker reaches down to connect with the crowd during Grenada Spicemas Carnival, his silver ruffled costume and rainbow flags catching the evening light. Moko Jumbies are one of the most iconic traditional mas characters in Grenada Carnival and wider Caribbean carnival folklore. Save this for your #Grenada Spicemas board, #MokoJumbie inspiration, or #CaribbeanCarnival content.",,"Moko Jumbie stilt walker reaching down to touch hands with crowd at Grenada Carnival",,"Moko Jumbie stilt walker, reaching down to crowd"
images/pin633.png,"Moko Jumbie in Motion | Grenada Carnival Tradition","Captured mid-motion, this Moko Jumbie stilt walker waves to the crowd during Grenada Spicemas Carnival, his flowing silver costume and rainbow flags creating a striking silhouette against the sky. This traditional Caribbean carnival character brings folklore and history to life on Grenada Carnival streets every year. Save this for your #Grenada Spicemas board or #MokoJumbie inspiration.",,"Moko Jumbie stilt walker waving with flowing silver costume at Grenada Carnival",,"Moko Jumbie stilt walker, motion shot waving"
images/pin634.png,"Moko Jumbie Resting | Grenada Carnival Behind the Scenes","A quieter behind-the-scenes moment as this Moko Jumbie stilt walker takes a break, perched above the street with his colorful flag-draped costume during Grenada Spicemas Carnival. This candid glimpse shows the dedication behind Grenada Carnival's traditional mas performances. Save this for your #Grenada Spicemas board, #MokoJumbie inspiration, or #CaribbeanCarnival content.",,"Moko Jumbie stilt walker resting shirtless with colorful flag costume during Grenada Carnival break",,"Moko Jumbie stilt walker, resting behind the scenes"
images/pin635.png,"Pink Heart Wing Costume | Grenada Carnival Road March","This dramatic pink heart-shaped wing costume steals the show on the Grenada Carnival road march, feathers cascading down in a stunning display of Spicemas costume artistry. Walking through the streets during Parade of the Bands, this look is a true showstopper of Grenada Carnival mas culture. Save this for your #Grenada Spicemas board, #CarnivalCostume inspiration, or #CaribbeanCarnival collection.",,"Back view of woman in pink heart-shaped feather wing carnival costume walking on Grenada road march",,"Pink wing costume, back view road march 1"
images/pin636.png,"Feather Wings on the Road | Grenada Spicemas Carnival","Another gorgeous look at this pink heart-shaped feather wing costume moving through the Grenada Carnival road march at golden hour. The dramatic silhouette and sunset glow make this Spicemas mas costume absolutely unforgettable. Grenada Carnival Parade of the Bands brings out incredible costume design like this every season. Save this for your #Grenada Spicemas board or #CarnivalCostume inspiration.",,"Woman in pink heart-shaped feather wing carnival costume walking on Grenada road march at sunset",,"Pink wing costume, back view road march 2"
images/pin637.png,"Grenada Carnival Night Lights | Spicemas After Dark","Dreamy bokeh lights capture the electric nighttime energy of Grenada Spicemas Carnival, purple and pink hues glowing against the dark sky. This magical after-dark atmosphere is part of what makes Grenada Carnival season so unforgettable, from sunrise J'ouvert to late-night street parties. Save this for your #Grenada Spicemas board, #CarnivalNightlife inspiration, or #CaribbeanCarnival content.",,"Blurred purple and pink bokeh lights at night during Grenada Spicemas Carnival",,"Night carnival lights, bokeh abstract 1"
images/pin638.png,"Fire and Crowds | Grenada Carnival Night Parade","A fire dancer performance lights up the crowd during Grenada Spicemas Carnival's nighttime festivities, purple stage lighting creating an electric atmosphere over the packed street. This is the after-dark side of Grenada Carnival season that keeps the island partying long after sunset. Save this for your #Grenada Spicemas board, #CarnivalNightlife inspiration, or #CaribbeanCarnival collection.",,"Fire performer and crowd at night during Grenada Spicemas Carnival street party",,"Night carnival crowd, fire performance"
images/pin639.png,"Spicemas After Dark | Grenada Carnival Bokeh Lights","Glowing string lights and warm bokeh capture the late-night magic of Grenada Spicemas Carnival, when the streets stay alive with music and celebration well past sunset. This kind of Caribbean carnival nightlife energy is unmatched anywhere else. Save this for your #Grenada Spicemas board, #CarnivalNightlife inspiration, or #CaribbeanCarnival content.",,"Blurred warm bokeh string lights at night during Grenada Spicemas Carnival",,"Night carnival lights, bokeh abstract 2"
