file_path,title,description,link,alt_text,section_id,note
images/pin650.png,"Garden Pathway | Mount Edgecombe Boutique Hotel Grenada Grounds","This tropical garden pathway leads through swaying palm trees toward the main house at Mount Edgecombe Boutique Hotel in Grenada. Lush lawns and colorful gardens make this Spice Isle estate a peaceful retreat away from the busy Grenada Carnival crowds. Save this for your #Grenada travel board, #MountEdgecombe inspiration, or #BoutiqueHotel content.",,"Garden pathway lined with palm trees leading to main house at Mount Edgecombe Grenada",,"Mount Edgecombe garden pathway, palm trees"
images/pin651.png,"Garden Gazebo Under Mango Trees | Mount Edgecombe Grenada","A charming stone gazebo sits nestled beneath a fruit-heavy mango tree at Mount Edgecombe Boutique Hotel in Grenada. This quiet corner of the estate gardens is the perfect spot to relax and soak in Spice Isle island life. Save this for your #Grenada travel board, #MountEdgecombe inspiration, or #TropicalGarden content.",,"Stone gazebo with red roof under mango tree at Mount Edgecombe Grenada",,"Mount Edgecombe garden gazebo, mango tree"
images/pin652.png,"Mango-Lined Garden Path | Mount Edgecombe Grenada Estate","Clusters of ripening mangoes hang low over this garden path at Mount Edgecombe Boutique Hotel in Grenada, leading toward a white gate in the distance. This working fruit garden is one of the many charming details that make this Spice Isle estate so memorable. Save this for your #Grenada travel board, #MountEdgecombe inspiration, or #TropicalGarden content.",,"Mango tree branches heavy with fruit over garden path at Mount Edgecombe Grenada",,"Mount Edgecombe garden path, mango clusters"
images/pin653.png,"Mango Tree Framing Colonial House | Mount Edgecombe Grenada","Clusters of green mangoes frame a beautiful two-story colonial-style house at Mount Edgecombe Boutique Hotel in Grenada, with a wraparound balcony peeking through the foliage. This kind of historic Caribbean architecture surrounded by tropical fruit trees is classic Spice Isle charm. Save this for your #Grenada travel board, #MountEdgecombe inspiration, or #CaribbeanArchitecture content.",,"Mango tree branches framing colonial house with balcony at Mount Edgecombe Grenada",,"Mount Edgecombe main house, mango frame view 1"
images/pin654.png,"Estate House Through the Mango Trees | Mount Edgecombe Grenada","Another dreamy view of the main colonial house at Mount Edgecombe Boutique Hotel in Grenada, framed by hanging mangoes and vibrant red garden foliage. This historic Spice Isle estate blends tropical gardens with elegant Caribbean architecture beautifully. Save this for your #Grenada travel board, #MountEdgecombe inspiration, or #BoutiqueHotel content.",,"Colonial house with balcony framed by mango trees and red plants at Mount Edgecombe Grenada",,"Mount Edgecombe main house, mango frame view 2"
images/pin655.png,"Aviary in the Gardens | Mount Edgecombe Grenada Estate","A charming wooden aviary with a red roof sits tucked into the gardens at Mount Edgecombe Boutique Hotel in Grenada, surrounded by palm trees and flowering shrubs. This estate's attention to detail, from bird enclosures to fruit trees, makes it a standout Spice Isle boutique hotel. Save this for your #Grenada travel board, #MountEdgecombe inspiration, or #BoutiqueHotel content.",,"Wooden aviary with red roof in tropical garden at Mount Edgecombe Grenada",,"Mount Edgecombe garden aviary, red roof"
images/pin656.png,"Lush Garden Pathway | Mount Edgecombe Grenada Grounds","Vibrant red poinsettias and layered tropical greenery line this garden pathway at Mount Edgecombe Boutique Hotel in Grenada, leading toward the estate's palm-shaded grounds. This kind of colorful, well-tended landscaping is part of what makes a Grenada boutique hotel stay so special. Save this for your #Grenada travel board, #MountEdgecombe inspiration, or #TropicalGarden content.",,"Garden path lined with red poinsettias and palm trees at Mount Edgecombe Grenada",,"Mount Edgecombe garden pathway, red poinsettias"
images/pin657.png,"Mount Tortoise Reptile Spa Sign | Mount Edgecombe Grenada","A charming handmade sign for Mangoceylon and the Mount Tortoise Reptile Spa marks this unique corner of Mount Edgecombe Boutique Hotel in Grenada. This whimsical estate attraction adds a fun, unexpected element to any Grenada vacation itinerary. Save this for your #Grenada travel board, #MountEdgecombe inspiration, or #MountTortoise content.",,"Mangoceylon and Mount Tortoise Reptile Spa signs on tree trunk at Mount Edgecombe Grenada",,"Mount Edgecombe signage, Mount Tortoise Reptile Spa"
images/pin658.png,"Tortoises in the Garden | Mount Tortoise Reptile Spa Grenada","Gentle tortoises roam freely among the tropical foliage at Mount Tortoise Reptile Spa, a charming attraction within the grounds of Mount Edgecombe Boutique Hotel in Grenada. Fresh fruit scattered nearby makes this a delightful stop for animal lovers visiting the Spice Isle. Save this for your #Grenada travel board, #MountTortoise inspiration, or #MountEdgecombe content.",,"Tortoises walking among plants and fallen fruit at Mount Tortoise Reptile Spa Grenada",,"Mount Tortoise Reptile Spa, tortoises in garden"
images/pin659.png,"Tortoise Snack Time | Mount Tortoise Reptile Spa Grenada","A tortoise enjoys a fresh piece of fruit at Mount Tortoise Reptile Spa, a beloved little sanctuary tucked into the grounds of Mount Edgecombe Boutique Hotel in Grenada. This close-up moment captures the charm of this unique Spice Isle estate attraction. Save this for your #Grenada travel board, #MountTortoise inspiration, or #MountEdgecombe content.",,"Close-up of tortoise eating fruit near stone wall at Mount Tortoise Reptile Spa Grenada",,"Mount Tortoise Reptile Spa, tortoise close-up eating"
