file_path,title,description,link,alt_text,section_id,note
images/pin600.png,"Aero Carnival Costume by Shawn Dharanj | Oro Luxury Carnival Grenada Spicemas","Full wingspan moment in this Aero costume by Shawn Dharanj for Oro Luxury Carnival, posed poolside at Mount Edgecombe Boutique Hotel in Grenada. The layered pink ostrich feather wings and dramatic black headpiece are pure Spicemas showstopper energy against the lush jungle hillside backdrop. Grenada Carnival costumes bring the Spice Isle to life every year, and this mas band look proves why. Save this for your #Grenada Carnival board, #Spicemas inspiration, or #OroLuxuryCarnival collection.",,"Woman in pink feathered Aero carnival costume by Shawn Dharanj standing poolside at Mount Edgecombe Boutique Hotel Grenada with jungle backdrop",,"Aero costume, pool deck, wide shot"
images/pin601.png,"Grenada Spicemas Costume Detail | Oro Luxury Carnival Feather Wings","A softer angle of this stunning Aero costume by Shawn Dharanj, worn for Oro Luxury Carnival during Grenada Spicemas season. Pink ostrich feathers cascade against the tropical hillside at Mount Edgecombe Boutique Hotel, capturing the artistry behind Caribbean carnival costume design. This kind of mas band glam is what makes Grenada Carnival unforgettable. Save this for your #Grenada Spicemas board, #CarnivalCostume inspiration, or #OroLuxuryCarnival content.",,"Woman in pink feathered carnival costume with hand in hair poolside at Mount Edgecombe Boutique Hotel Grenada",,"Aero costume, pool deck, candid pose"
images/pin602.png,"Side Profile Carnival Glam | Aero Costume, Oro Luxury Carnival Grenada","This side profile of the Aero costume by Shawn Dharanj for Oro Luxury Carnival shows off the full wing silhouette against Grenada's jungle hillside. Photographed poolside at Mount Edgecombe Boutique Hotel, this Spicemas look is a masterclass in Caribbean carnival costume design. Pink ostrich feathers and sculptural black headpiece make this mas band ensemble a true showstopper. Save this for your #Grenada Carnival board, #Spicemas content, or #CarnivalCostume inspiration.",,"Side profile of woman in pink feathered Aero carnival costume poolside at Mount Edgecombe Boutique Hotel Grenada",,"Aero costume, pool deck, side profile"
images/pin603.png,"Feather Wings in Motion | Oro Luxury Carnival Aero Costume Grenada","Captured mid-turn in this breathtaking Aero costume by Shawn Dharanj for Oro Luxury Carnival, poolside at Mount Edgecombe Boutique Hotel in Grenada. The cascading pink ostrich feathers and sequined headpiece embody everything special about Grenada Spicemas costume culture. This Caribbean carnival look brings serious mas band energy against the tropical jungle backdrop. Save this for your #Grenada travel board, #Spicemas inspiration, or #OroLuxuryCarnival content.",,"Woman in pink feathered carnival costume turning poolside at Mount Edgecombe Boutique Hotel Grenada with jungle hillside",,"Aero costume, pool deck, movement shot"
images/pin604.png,"Grenada Carnival Wing Costume | Mount Edgecombe Poolside Glam","Another gorgeous look at this Aero costume by Shawn Dharanj for Oro Luxury Carnival, styled poolside at Mount Edgecombe Boutique Hotel in Grenada. Pink ostrich feather wings and a jeweled headpiece capture the true spirit of Grenada Spicemas. This Caribbean carnival costume is proof that Oro Luxury Carnival brings the most stunning mas band designs to the Spice Isle every season. Save this for your #Grenada Spicemas board or #CarnivalCostume inspiration.",,"Woman in pink feathered Aero carnival costume standing poolside at Mount Edgecombe Boutique Hotel Grenada",,"Aero costume, pool deck, standing pose"
images/pin605.png,"Full Costume Front View | Aero by Shawn Dharanj, Oro Luxury Carnival","The full front view of this Aero costume by Shawn Dharanj for Oro Luxury Carnival shows off every detail — beaded bodysuit, pink ostrich feather wings, and a dramatic sequined headpiece. Photographed poolside at Mount Edgecombe Boutique Hotel in Grenada, this Spicemas look is Caribbean carnival glam at its finest. Grenada Carnival costumes like this one make mas band season truly unforgettable. Save this for your #Grenada Carnival board, #Spicemas content, or #OroLuxuryCarnival inspiration.",,"Full front view of woman in pink feathered Aero carnival costume poolside at Mount Edgecombe Boutique Hotel Grenada",,"Aero costume, pool deck, full front view"
images/pin606.png,"Spicemas Season Glam | Oro Luxury Carnival Costume, Grenada","Beaming with Spicemas energy in this Aero costume by Shawn Dharanj for Oro Luxury Carnival, poolside at Mount Edgecombe Boutique Hotel in Grenada. The pink and black feather wings paired with a bejeweled headpiece are total mas band showstopper material. This is what Grenada Carnival culture and Caribbean costume artistry are all about. Save this for your #Grenada Spicemas board, #CarnivalCostume inspiration, or #OroLuxuryCarnival collection.",,"Smiling woman in pink feathered carnival costume with arms out poolside at Mount Edgecombe Boutique Hotel Grenada",,"Aero costume, pool deck, smiling arms out"
images/pin607.png,"Grenada Carnival Wingspan | Aero Costume by Shawn Dharanj","This wide wingspan shot of the Aero costume by Shawn Dharanj for Oro Luxury Carnival really shows off the scale of this Spicemas masterpiece. Photographed poolside at Mount Edgecombe Boutique Hotel in Grenada, the pink ostrich feathers stretch dramatically against the jungle hillside. Grenada Carnival mas band costumes bring so much color and craftsmanship to the Spice Isle every year. Save this for your #Grenada Spicemas board or #OroLuxuryCarnival inspiration.",,"Woman with arms outstretched in pink feathered carnival costume showing full wingspan poolside at Mount Edgecombe Boutique Hotel Grenada",,"Aero costume, pool deck, wingspan display"
images/pin608.png,"Caribbean Carnival Costume Reveal | Oro Luxury Aero, Grenada Spicemas","One more stunning angle of this Aero costume by Shawn Dharanj for Oro Luxury Carnival, captured poolside at Mount Edgecombe Boutique Hotel during Grenada Spicemas season. The pink and black feather wings and intricate beaded bodysuit make this Caribbean carnival look absolutely unforgettable. Save this for your #Grenada Carnival board, #Spicemas travel inspiration, or #OroLuxuryCarnival content.",,"Woman in pink feathered Aero carnival costume standing poolside at Mount Edgecombe Boutique Hotel Grenada with arms spread",,"Aero costume, pool deck, arms spread"
images/pin609.png,"Carnival Headpiece Close-Up | Oro Luxury Carnival, Grenada Spicemas","A close-up selfie capturing the intricate detail of this Aero headpiece by Shawn Dharanj for Oro Luxury Carnival — sequined spikes, gemstone swirls, and cascading pink ostrich feathers. This kind of Spicemas costume artistry is why Grenada Carnival mas band culture is so beloved across the Caribbean. Save this for your #Grenada Spicemas board, #CarnivalCostume detail inspiration, or #OroLuxuryCarnival collection.",,"Close-up selfie of woman wearing sequined carnival headpiece and pink feather wings in Grenada",,"Aero costume headpiece detail, close-up selfie"
